loss,mape,val_loss,val_mape
0.0008264522184617817,44598.80859375,0.0008261658949777484,31529.912109375
0.0008238204172812402,41740.8671875,0.0008243433549068868,29376.232421875
0.0008242104086093605,40216.0625,0.0008236122084781528,28772.458984375
0.0008232988766394556,40017.80078125,0.0008234244305640459,28217.525390625
0.0008242331095971167,39335.171875,0.0008244002819992602,27861.326171875
0.0008231475367210805,39621.23828125,0.000823348353151232,28479.818359375
0.0008232597028836608,39557.43359375,0.000823378621134907,28219.23828125
0.0008238768205046654,39200.91015625,0.0008228463120758533,28241.83203125
0.0008223546319641173,39252.0078125,0.0008237460278905928,28006.037109375
0.0008231673273257911,39237.80859375,0.0008226052159443498,27926.70703125
0.0008238264126703143,39361.8359375,0.0008237243164330721,27934.658203125
0.0008232637192122638,39276.171875,0.0008226807112805545,28364.62890625
0.0008231347892433405,39045.7421875,0.0008224849007092416,27863.966796875
0.0008223679615184665,38992.9921875,0.0008223300683312118,28109.69140625
0.0008227314101532102,39027.9375,0.000822301662992686,28519.05078125
0.0008224273333325982,39190.83203125,0.0008227031794376671,27856.443359375
0.0008230495732277632,38893.203125,0.000822119414806366,27802.509765625
0.0008231247193180025,38952.359375,0.0008224968332797289,28172.869140625
0.0008222288452088833,39218.35546875,0.0008222275646403432,27782.6953125
0.0008231904357671738,39075.421875,0.000822436239104718,27745.978515625
0.000822459754999727,39087.71875,0.0008233939297497272,27986.109375
0.0008231871761381626,39170.6171875,0.0008228876395151019,27292.17578125
0.0008227319922298193,39069.41015625,0.000821715104393661,27586.81640625
0.0008228975348174572,38777.55859375,0.0008225421770475805,27478.505859375
0.0008232177351601422,39303.0859375,0.0008217861177399755,27858.408203125
0.000822266680188477,38906.80859375,0.0008225607452914119,28028.2109375
0.0008225241908803582,38915.84765625,0.00082193169509992,27562.046875
0.0008226836798712611,39238.48828125,0.0008221769821830094,27550.650390625
0.0008226927020587027,38617.375,0.0008220788440667093,27798.7734375
0.0008228002698160708,39062.49609375,0.0008221006137318909,28307.421875
0.0008225986384786665,39133.9375,0.000822025234811008,27589.775390625
0.0008226734935306013,39275.234375,0.0008218385046347976,28042.6015625
0.000823425711132586,39007.328125,0.000821838853880763,27774.263671875
0.0008227783837355673,39151.09375,0.0008221936295740306,27447.83203125
0.0008226342033594847,38735.03125,0.0008218411821871996,28145.837890625
0.0008215263951569796,38897.0625,0.0008220038143917918,27847.099609375
0.000822794740088284,38977.91015625,0.0008222504984587431,27879.8828125
0.0008223160984925926,39168.69921875,0.0008215609705075622,27983.140625
0.0008225496858358383,39032.3671875,0.0008226205827668309,27791.396484375
0.0008227231446653605,38980.9765625,0.0008222845499403775,27354.583984375
0.0008214444387704134,39043.8125,0.0008216433925554156,27679.47265625
0.0008226310601457953,39019.7109375,0.0008215380948968232,27515.806640625
0.0008227897924371064,38918.49609375,0.0008217283175326884,27922.880859375
0.0008223563781939447,39006.6875,0.0008217273862101138,27582.359375
0.0008206630009226501,39013.67578125,0.0008217640570364892,27841.74609375
0.000822623900603503,38990.62109375,0.0008217667927965522,28043.40625
0.00082172587281093,39162.1328125,0.0008228803053498268,27799.75
0.0008221040479838848,38937.3671875,0.0008213583496399224,27131.05859375
0.0008219658047892153,38797.66015625,0.0008213407709263265,27838.375
0.0008218311122618616,38996.13671875,0.0008219092851504683,28033.767578125
0.0008224464254453778,39069.6875,0.0008218070142902434,28133.34375
0.0008229362429119647,39161.12890625,0.0008220753516070545,28032.59375
0.0008221396128647029,39046.73046875,0.0008215676643885672,27424.958984375
0.0008213818073272705,38770.76171875,0.0008221929892897606,27584.13671875
0.0008220627205446362,38810.15625,0.0008213311666622758,27617.46484375
0.0008218196453526616,39078.3125,0.0008222318137995899,27768.96875
0.0008223238401114941,39067.10546875,0.0008214107947424054,27871.05078125
0.0008223460172303021,39158.53125,0.0008214752306230366,27891.53515625
0.0008229700033552945,38905.6875,0.000822181929834187,27761.23828125
0.0008218344300985336,38940.23828125,0.0008220252930186689,28049.966796875
0.0008221504976972938,39069.6640625,0.0008220537565648556,27735.259765625
0.0008226201171055436,38826.3515625,0.0008219308801926672,27773.669921875
0.0008221783791668713,38759.2109375,0.0008214340195991099,27707.765625
0.0008221874013543129,38827.328125,0.0008216559654101729,27727.103515625
0.0008220614981837571,39021.46484375,0.0008216733112931252,28143.103515625
0.0008223633631132543,39154.9921875,0.0008218140574172139,27610.3515625
0.0008218279690481722,38889.39453125,0.0008222777396440506,27634.42578125
0.0008220133022405207,39018.05859375,0.0008216481073759496,27896.025390625
0.0008216529968194664,39118.65234375,0.0008221630705520511,27726.880859375
0.0008221806492656469,38956.93359375,0.0008230984094552696,27907.35546875
0.0008226248901337385,38623.9921875,0.000823016045615077,27807.34765625
0.0008230871753767133,39079.02734375,0.000821995607111603,27832.13671875
0.0008219002629630268,38818.66796875,0.0008221736643463373,27726.58984375
0.0008220111485570669,38873.046875,0.0008237953879870474,27422.673828125
0.0008223117329180241,39156.4453125,0.0008215429843403399,27493.4765625
0.0008215903071686625,39065.31640625,0.0008218081784434617,27540.208984375
0.0008215701673179865,38943.3671875,0.000822441594209522,27664.25
0.0008220997406169772,38980.00390625,0.0008219549781642854,28219.546875
0.0008218475850299001,38909.3515625,0.0008216302376240492,27713.44140625
0.0008212625980377197,38827.6328125,0.0008218241855502129,27643.87890625
0.0008220958989113569,38935.5703125,0.0008220541058108211,28322.494140625
0.0008220974705182016,39212.44921875,0.0008217997965402901,28184.396484375
0.0008225087076425552,39092.34765625,0.0008229069062508643,27558.443359375
0.0008220785530284047,38883.8671875,0.0008222754113376141,28270.919921875
0.0008216745336540043,38927.99609375,0.0008227325160987675,27847.931640625
0.0008222679025493562,39091.0703125,0.0008219783776439726,27505.5859375
0.0008215640555135906,39082.4765625,0.0008217243594117463,28274.15625
0.0008221442112699151,39041.1875,0.0008225094061344862,27517.361328125
0.0008216977003030479,38952.796875,0.000821878551505506,27907.859375
0.0008219114388339221,39008.02734375,0.0008217526483349502,28307.9609375
0.0008219785522669554,38961.56640625,0.0008222601027227938,27626.0234375
0.0008220287272706628,39056.48828125,0.0008217607391998172,27793.966796875
0.0008226525387726724,38965.91796875,0.0008216176647692919,28155.17578125
0.0008213093969970942,39167.54296875,0.0008217982831411064,28021.5234375
0.0008209982770495117,39214.609375,0.000821631692815572,28127.380859375
0.0008218344300985336,38943.1484375,0.0008213277324102819,27673.935546875
0.000821885303594172,38962.54296875,0.0008218106813728809,27836.001953125
0.0008212822722271085,39100.59375,0.0008216732530854642,27765.173828125
0.000821441353764385,38700.82421875,0.0008214520639739931,27892.689453125
0.000822714704554528,38873.4453125,0.000824142072815448,27854.75390625
0.0008221743628382683,39056.12890625,0.0008218229631893337,27923.294921875
0.0008226545760408044,38985.13671875,0.00082211330300197,28127.427734375
0.0008221937459893525,39045.3984375,0.0008217139402404428,27492.64453125
0.0008214510162360966,39192.0703125,0.0008224903722293675,27572.447265625
0.0008212745888158679,38767.0234375,0.0008218075381591916,27746.123046875
0.0008224663906730711,38972.90625,0.000821247638668865,27457.419921875
0.0008218421717174351,39158.7890625,0.0008221946773119271,28187.01953125
0.000821832800284028,39091.765625,0.0008223461336456239,28245.3984375
0.0008215897250920534,39047.0,0.0008219468290917575,27395.869140625
0.0008212771499529481,39021.69921875,0.0008216545102186501,28030.51171875
0.000822153000626713,39079.76171875,0.0008217818103730679,28030.4140625
0.0008222368778660893,39259.30078125,0.0008215385605581105,27686.462890625
0.0008220654563046992,39143.546875,0.000821752124466002,28232.30859375
0.0008216805290430784,39043.71875,0.0008219062001444399,27756.35546875
0.0008218093425966799,39082.5859375,0.0008223204058595002,28454.013671875
0.0008210909436456859,38908.38671875,0.0008219400187954307,27646.267578125
0.0008218260481953621,39149.2265625,0.000821452762465924,27697.109375
0.0008226108038797975,38812.99609375,0.0008218689472414553,27957.7890625
0.0008215422858484089,38980.10546875,0.0008211566600948572,27828.115234375
0.0008218279108405113,39293.72265625,0.0008217492140829563,27916.111328125
0.0008210574160329998,39089.2734375,0.0008220964809879661,27387.025390625
0.0008221871103160083,39146.10546875,0.0008216435089707375,27875.544921875
0.0008208411745727062,38780.78515625,0.0008215952548198402,27872.794921875
0.0008219728479161859,38983.15625,0.000821669353172183,27855.638671875
0.0008221810567192733,38865.60546875,0.0008224882185459137,27793.7109375
0.0008221526513807476,39061.8046875,0.0008220440940931439,28200.474609375
0.0008217032882384956,38821.40625,0.0008231675601564348,27906.634765625
0.0008211653912439942,39354.6171875,0.0008216476999223232,28070.87890625
0.0008221546886488795,38865.22265625,0.0008220547460950911,27980.751953125
0.0008215309935621917,39168.46875,0.0008221528260037303,28206.318359375
0.0008222188334912062,38894.36328125,0.0008219816954806447,27973.599609375
0.0008219114388339221,39220.28515625,0.0008224014891311526,27805.552734375
0.0008224249468185008,39079.203125,0.0008214464760385454,27549.3828125
0.0008216124260798097,38830.16796875,0.0008220167364925146,27992.6875
0.0008218745933845639,39074.07421875,0.0008220795425586402,27955.18359375
0.0008221648749895394,38860.91796875,0.0008212760440073907,28069.046875
0.0008216124260798097,39187.71875,0.0008224674966186285,28408.52734375
0.0008213437395170331,38877.0703125,0.000822426110971719,27718.2734375
0.000821682799141854,39104.0703125,0.0008227439830079675,27602.28515625
0.000822154397610575,39196.25,0.0008214414701797068,27808.876953125
0.0008219159790314734,39271.9453125,0.0008219797746278346,28218.826171875
0.0008216695277951658,39008.265625,0.0008215563138946891,27999.6015625
0.0008220099844038486,39158.28125,0.0008221685420721769,28469.005859375
0.0008213180699385703,38893.01953125,0.0008219769806601107,27513.03515625
0.0008218560833483934,38959.12109375,0.0008219674346037209,28115.14453125
0.0008214417030103505,38926.1328125,0.0008220962481573224,28236.45703125
0.000821219349745661,38887.29296875,0.0008215379784815013,27767.83984375
0.0008216508431360126,38898.4453125,0.0008217905997298658,27733.251953125
0.0008220049785450101,39018.03125,0.000822606380097568,27500.67578125
0.0008223910699598491,38961.625,0.000821424531750381,27771.072265625
0.0008211356471292675,39175.66015625,0.0008217281429097056,27830.80078125
0.0008218499133363366,39034.6171875,0.0008214443805627525,28231.455078125
0.0008224978228099644,39074.03515625,0.0008216096903197467,27512.08984375
0.0008215447887778282,38797.1953125,0.0008213165565393865,27810.853515625
0.000822099216748029,38962.83203125,0.0008213213877752423,27657.271484375
0.0008212593966163695,38920.8046875,0.0008219638839364052,27940.71484375
0.0008220897288993001,38921.9609375,0.0008218108559958637,28213.130859375
0.0008214695262722671,39017.84765625,0.0008223967743106186,27966.93359375
0.0008215424604713917,39036.7109375,0.0008229302475228906,27625.65625
0.0008206340135075152,39033.0078125,0.0008220133604481816,27551.013671875
0.0008214288973249495,39036.21875,0.0008222977630794048,28081.796875
0.0008215733105316758,38823.47265625,0.0008219946175813675,27818.498046875
0.0008205981575883925,38908.3046875,0.0008215433335863054,28282.255859375
0.0008218830334953964,38955.265625,0.0008216428686864674,27641.349609375
0.0008212575339712203,38920.6953125,0.000822190020699054,27856.044921875
0.0008212027023546398,39164.59375,0.0008226148784160614,27882.775390625
0.000821898109279573,38995.59765625,0.0008217514841817319,27945.255859375
0.0008220619056373835,39117.3984375,0.000822023896034807,27505.07421875
0.0008213336695916951,39215.79296875,0.0008214690024033189,27769.09765625
0.0008219842566177249,39013.390625,0.0008219970040954649,27518.33984375
0.0008216085261665285,39097.015625,0.0008218407747335732,27815.935546875
0.000821561785414815,38848.12109375,0.0008221679017879069,28407.953125
0.0008214942063204944,38893.89453125,0.0008215493289753795,27966.083984375
0.0008216501446440816,39045.78515625,0.0008216738933697343,28193.095703125
0.0008212250540964305,38924.4453125,0.0008218877483159304,28180.87109375
0.0008218942093662918,39050.73828125,0.0008218988659791648,27795.283203125
0.0008212006650865078,38879.6171875,0.0008211213862523437,28043.392578125
0.0008219581795856357,39072.32421875,0.0008222127216868103,27813.962890625
0.0008216557325795293,39124.77734375,0.0008220641757361591,27431.533203125
0.0008212566026486456,38708.9765625,0.0008221804164350033,27425.87890625
0.0008225508499890566,39123.37890625,0.0008217219146899879,27770.318359375
0.000822146947029978,39080.14453125,0.0008219440351240337,27493.55859375
0.0008222516626119614,38813.20703125,0.0008215500856749713,27557.1875
0.0008219146984629333,38939.11328125,0.0008218151051551104,27660.396484375
0.0008222892647609115,39076.9296875,0.0008211394888348877,27438.421875
0.000822270754724741,38819.5703125,0.0008218304137699306,27995.458984375
0.0008218114380724728,38897.390625,0.0008211545646190643,27713.404296875
0.0008221765165217221,39043.12109375,0.0008225935744121671,27907.21484375
0.0008216641726903617,39002.12890625,0.0008223579498007894,27753.71875
0.0008218573639169335,38952.7578125,0.0008225376950576901,27786.662109375
0.0008225339115597308,38921.3828125,0.0008233386906795204,27614.544921875
0.0008219704031944275,38927.8359375,0.0008215708076022565,28091.978515625
0.0008219644660130143,39064.43359375,0.0008230829844251275,27513.927734375
0.0008225524798035622,39146.74609375,0.0008215201669372618,28015.865234375
0.0008219508454203606,39105.7578125,0.0008214401314035058,27912.6953125
0.0008212897228077054,39069.921875,0.0008213816909119487,27700.232421875
0.0008217465365305543,38936.73828125,0.0008215135312639177,28207.31640625
0.0008210147498175502,38916.55078125,0.0008211707463487983,28128.583984375
0.0008215770358219743,39332.265625,0.0008214396657422185,27826.2578125
0.0008223100448958576,38875.96484375,0.0008226663921959698,27646.0234375
0.0008223606273531914,38902.19921875,0.000821596069727093,27611.109375
0.0008215398993343115,39154.9921875,0.0008215195848606527,28091.76171875
0.0008215683628804982,39051.09765625,0.0008219705778174102,28356.927734375
0.0008217816357500851,39032.4453125,0.0008216890273615718,27971.267578125
0.0008225386845879257,39004.27734375,0.0008220705785788596,27978.2578125
0.0008215350098907948,38990.50390625,0.0008218498551286757,28269.724609375
0.0008208572398871183,38917.8046875,0.0008213410619646311,28022.158203125
0.0008225637720897794,38984.19921875,0.0008222543983720243,27628.81640625
0.0008220814052037895,39034.5546875,0.0008227265207096934,27841.89453125
0.0008213022956624627,38976.6015625,0.000821890018414706,27495.810546875
0.0008206430939026177,38824.0234375,0.0008217766298912466,27686.93359375
0.0008222353062592447,38836.921875,0.0008222120814025402,27841.83984375
0.0008217869326472282,39249.5703125,0.0008213322726078331,27939.783203125
0.0008216479909606278,38966.13671875,0.0008216809364967048,28024.466796875
0.0008219791343435645,39013.58984375,0.0008212581160478294,27823.640625
0.0008215169073082507,39000.26953125,0.0008213978144340217,27942.578125
0.0008219514857046306,39003.1015625,0.0008214825065806508,27894.19140625
0.0008217332069762051,38999.33984375,0.0008214296540245414,27899.482421875
0.0008212471147999167,39070.9765625,0.0008218546863645315,27535.2578125
0.0008216199348680675,38892.28125,0.0008209233055822551,27561.955078125
0.0008224542252719402,39155.55078125,0.0008219596347771585,27549.47265625
0.0008211294189095497,39072.359375,0.0008225665078498423,27691.609375
0.0008210496744140983,38912.515625,0.0008225673227570951,27605.779296875
0.0008216074202209711,39247.26953125,0.0008218043949455023,27603.6796875
